Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
Transaction,lin_pack_150-1636668943.1838644,1,0,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617
Transaction,lin_pack_75-1636668932.4066975,1,0,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646
Transaction,dd_100-1636668934.4646983,1,0,9748,9748,9748,9748,9748,9748,9748,9748,9748,9748,9748,9748,9748,9748,9748
Transaction,json_100-1636668944.7722857,1,0,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244
Transaction,aes_100-1636668931.965499,1,0,13332,13332,13332,13332,13332,13332,13332,13332,13332,13332,13332,13332,13332,13332,13332
Transaction,cham_100-1636668944.0718627,1,0,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528
Transaction,gzip_75-1636668943.289365,1,0,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580
Transaction,train_100-1636668929.3998706,1,0,16642,16642,16642,16642,16642,16642,16642,16642,16642,16642,16642,16642,16642,16642,16642
Transaction,dd_75-1636668928.4009755,1,0,17739,17739,17739,17739,17739,17739,17739,17739,17739,17739,17739,17739,17739,17739,17739
Transaction,lin_pack_150-1636668945.9551778,1,0,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
Transaction,lin_pack_40-1636668946.8431554,1,0,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
Transaction,video_40-1636668927.918707,1,0,19262,19262,19262,19262,19262,19262,19262,19262,19262,19262,19262,19262,19262,19262,19262
Transaction,lin_pack_100-1636668928.3967721,1,0,18972,18972,18972,18972,18972,18972,18972,18972,18972,18972,18972,18972,18972,18972,18972
Transaction,train_40-1636668936.413957,1,0,11258,11258,11258,11258,11258,11258,11258,11258,11258,11258,11258,11258,11258,11258,11258
Transaction,train_100-1636668928.0025506,1,0,19736,19736,19736,19736,19736,19736,19736,19736,19736,19736,19736,19736,19736,19736,19736
Transaction,cnn_75-1636668929.3989055,1,0,18348,18348,18348,18348,18348,18348,18348,18348,18348,18348,18348,18348,18348,18348,18348
Transaction,json_150-1636668947.7798376,1,0,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
Transaction,train_100-1636668928.3997364,1,0,20061,20061,20061,20061,20061,20061,20061,20061,20061,20061,20061,20061,20061,20061,20061
Transaction,hello_150-1636668948.3940244,1,0,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
Transaction,dd_100-1636668946.7549512,1,0,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877
Transaction,gzip_40-1636668947.515227,1,0,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608
Transaction,video_100-1636668937.5709205,1,0,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976
Transaction,gzip_150-1636668948.8127902,1,0,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794
Transaction,gzip_100-1636668946.208144,1,0,3535,3535,3535,3535,3535,3535,3535,3535,3535,3535,3535,3535,3535,3535,3535
Transaction,hello_150-1636668949.6475492,1,0,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272
Transaction,cnn_40-1636668939.9671137,1,0,10181,10181,10181,10181,10181,10181,10181,10181,10181,10181,10181,10181,10181,10181,10181
Transaction,float_100-1636668947.9108627,1,0,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583
Transaction,hello_75-1636668950.5165155,1,0,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
Transaction,aes_75-1636668934.5928535,1,0,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176
Transaction,aes_100-1636668947.2664897,1,0,4275,4275,4275,4275,4275,4275,4275,4275,4275,4275,4275,4275,4275,4275,4275
Transaction,image_150-1636668939.1338637,1,0,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001
Transaction,train_100-1636668932.358703,1,0,20248,20248,20248,20248,20248,20248,20248,20248,20248,20248,20248,20248,20248,20248,20248
Transaction,json_40-1636668950.8961396,1,0,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064
Transaction,lin_pack_100-1636668950.9733007,1,0,2327,2327,2327,2327,2327,2327,2327,2327,2327,2327,2327,2327,2327,2327,2327
Transaction,gzip_100-1636668951.4715898,1,0,1876,1876,1876,1876,1876,1876,1876,1876,1876,1876,1876,1876,1876,1876,1876
Transaction,cham_150-1636668931.4023452,1,0,22315,22315,22315,22315,22315,22315,22315,22315,22315,22315,22315,22315,22315,22315,22315
Transaction,train_100-1636668934.4089413,1,0,19403,19403,19403,19403,19403,19403,19403,19403,19403,19403,19403,19403,19403,19403,19403
Transaction,train_100-1636668934.414062,1,0,19793,19793,19793,19793,19793,19793,19793,19793,19793,19793,19793,19793,19793,19793,19793
Transaction,cnn_40-1636668952.2011595,1,0,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292
Transaction,float_75-1636668954.2360318,1,0,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769
Transaction,dd_150-1636668928.3984053,1,0,27153,27153,27153,27153,27153,27153,27153,27153,27153,27153,27153,27153,27153,27153,27153
Transaction,gzip_100-1636668953.8207324,1,0,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953
Transaction,train_100-1636668936.4154284,1,0,19426,19426,19426,19426,19426,19426,19426,19426,19426,19426,19426,19426,19426,19426,19426
Transaction,video_40-1636668930.406744,1,0,25606,25606,25606,25606,25606,25606,25606,25606,25606,25606,25606,25606,25606,25606,25606
Transaction,video_100-1636668940.920401,1,0,15571,15571,15571,15571,15571,15571,15571,15571,15571,15571,15571,15571,15571,15571,15571
Transaction,dd_150-1636668928.4023838,1,0,28510,28510,28510,28510,28510,28510,28510,28510,28510,28510,28510,28510,28510,28510,28510
Transaction,video_100-1636668942.5880537,1,0,14448,14448,14448,14448,14448,14448,14448,14448,14448,14448,14448,14448,14448,14448,14448
Transaction,lin_pack_75-1636668935.4098349,1,0,21682,21682,21682,21682,21682,21682,21682,21682,21682,21682,21682,21682,21682,21682,21682
Transaction,train_150-1636668933.1535437,1,0,24022,24022,24022,24022,24022,24022,24022,24022,24022,24022,24022,24022,24022,24022,24022
Transaction,cham_40-1636668952.669505,1,0,4842,4842,4842,4842,4842,4842,4842,4842,4842,4842,4842,4842,4842,4842,4842
Transaction,gzip_150-1636668956.1326506,1,0,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460
Transaction,json_150-1636668957.3268716,1,0,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435
Transaction,json_150-1636668957.2355301,1,0,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641
Transaction,cham_75-1636668931.4054596,1,0,26575,26575,26575,26575,26575,26575,26575,26575,26575,26575,26575,26575,26575,26575,26575
Transaction,video_100-1636668943.6059706,1,0,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647
Transaction,cnn_150-1636668935.011014,1,0,24441,24441,24441,24441,24441,24441,24441,24441,24441,24441,24441,24441,24441,24441,24441
Transaction,image_100-1636668933.4095373,1,0,26154,26154,26154,26154,26154,26154,26154,26154,26154,26154,26154,26154,26154,26154,26154
Transaction,gzip_150-1636668949.4527123,1,0,10215,10215,10215,10215,10215,10215,10215,10215,10215,10215,10215,10215,10215,10215,10215
Transaction,gzip_40-1636668958.794733,1,0,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948
Transaction,lin_pack_150-1636668951.6637714,1,0,8083,8083,8083,8083,8083,8083,8083,8083,8083,8083,8083,8083,8083,8083,8083
Transaction,dd_100-1636668956.2265868,1,0,3607,3607,3607,3607,3607,3607,3607,3607,3607,3607,3607,3607,3607,3607,3607
Transaction,train_150-1636668940.0639539,1,0,19786,19786,19786,19786,19786,19786,19786,19786,19786,19786,19786,19786,19786,19786,19786
Transaction,aes_100-1636668934.8112433,1,0,25594,25594,25594,25594,25594,25594,25594,25594,25594,25594,25594,25594,25594,25594,25594
Transaction,video_40-1636668930.4054968,1,0,30200,30200,30200,30200,30200,30200,30200,30200,30200,30200,30200,30200,30200,30200,30200
Transaction,train_100-1636668950.493806,1,0,10370,10370,10370,10370,10370,10370,10370,10370,10370,10370,10370,10370,10370,10370,10370
Transaction,train_150-1636668936.416597,1,0,24636,24636,24636,24636,24636,24636,24636,24636,24636,24636,24636,24636,24636,24636,24636
Transaction,aes_150-1636668960.4149787,1,0,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737
Transaction,video_40-1636668932.4085553,1,0,28808,28808,28808,28808,28808,28808,28808,28808,28808,28808,28808,28808,28808,28808,28808
Transaction,json_150-1636668961.3662102,1,0,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
Transaction,cnn_150-1636668935.7417638,1,0,26316,26316,26316,26316,26316,26316,26316,26316,26316,26316,26316,26316,26316,26316,26316
Transaction,lin_pack_150-1636668961.3140101,1,0,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804
Transaction,train_150-1636668940.6329963,1,0,21542,21542,21542,21542,21542,21542,21542,21542,21542,21542,21542,21542,21542,21542,21542
Transaction,dd_100-1636668958.273018,1,0,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994
Transaction,json_150-1636668962.4777648,1,0,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
Transaction,cham_150-1636668960.46272,1,0,2663,2663,2663,2663,2663,2663,2663,2663,2663,2663,2663,2663,2663,2663,2663
Transaction,dd_75-1636668930.1348422,1,0,33094,33094,33094,33094,33094,33094,33094,33094,33094,33094,33094,33094,33094,33094,33094
Transaction,cham_75-1636668960.9050112,1,0,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450
Transaction,cnn_40-1636668960.4863405,1,0,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883
Transaction,lin_pack_40-1636668963.5496893,1,0,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
Transaction,aes_100-1636668954.3031812,1,0,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465
Transaction,lin_pack_75-1636668963.0253901,1,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888
Transaction,json_100-1636668964.536726,1,0,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
Transaction,lin_pack_150-1636668963.7582514,1,0,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161
Transaction,train_150-1636668945.6427085,1,0,19542,19542,19542,19542,19542,19542,19542,19542,19542,19542,19542,19542,19542,19542,19542
Transaction,dd_100-1636668962.797489,1,0,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415
Transaction,dd_150-1636668958.752683,1,0,6528,6528,6528,6528,6528,6528,6528,6528,6528,6528,6528,6528,6528,6528,6528
Transaction,cham_40-1636668940.654314,1,0,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838
Transaction,cham_40-1636668936.4177659,1,0,29236,29236,29236,29236,29236,29236,29236,29236,29236,29236,29236,29236,29236,29236,29236
Transaction,hello_40-1636668965.5681636,1,0,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
Transaction,video_40-1636668933.4128249,1,0,32404,32404,32404,32404,32404,32404,32404,32404,32404,32404,32404,32404,32404,32404,32404
Transaction,cham_150-1636668964.1465485,1,0,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733
Transaction,json_150-1636668966.0317967,1,0,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294
Transaction,aes_150-1636668965.062876,1,0,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358
Transaction,aes_150-1636668965.3279653,1,0,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308
Transaction,image_150-1636668959.896249,1,0,6768,6768,6768,6768,6768,6768,6768,6768,6768,6768,6768,6768,6768,6768,6768
Transaction,gzip_150-1636668966.1462126,1,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Transaction,cnn_100-1636668965.2477531,1,0,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970
Transaction,train_150-1636668952.5165813,1,0,15035,15035,15035,15035,15035,15035,15035,15035,15035,15035,15035,15035,15035,15035,15035
Transaction,dd_150-1636668956.5193412,1,0,11489,11489,11489,11489,11489,11489,11489,11489,11489,11489,11489,11489,11489,11489,11489
Transaction,video_40-1636668934.412804,1,0,33770,33770,33770,33770,33770,33770,33770,33770,33770,33770,33770,33770,33770,33770,33770
Transaction,dd_75-1636668963.7693114,1,0,4857,4857,4857,4857,4857,4857,4857,4857,4857,4857,4857,4857,4857,4857,4857
Transaction,train_40-1636668958.2581134,1,0,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541
Transaction,gzip_40-1636668968.6186936,1,0,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431
Transaction,aes_100-1636668967.4922962,1,0,1637,1637,1637,1637,1637,1637,1637,1637,1637,1637,1637,1637,1637,1637,1637
Transaction,cnn_150-1636668936.400518,1,0,32794,32794,32794,32794,32794,32794,32794,32794,32794,32794,32794,32794,32794,32794,32794
Transaction,cnn_75-1636668966.8078437,1,0,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225
Transaction,aes_150-1636668969.178019,1,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Transaction,float_150-1636668957.9183004,1,0,12390,12390,12390,12390,12390,12390,12390,12390,12390,12390,12390,12390,12390,12390,12390
Transaction,hello_150-1636668953.3545613,1,0,17457,17457,17457,17457,17457,17457,17457,17457,17457,17457,17457,17457,17457,17457,17457
Transaction,hello_100-1636668970.714784,1,0,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
Transaction,aes_150-1636668970.0425842,1,0,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034
Transaction,image_100-1636668936.2102695,1,0,35248,35248,35248,35248,35248,35248,35248,35248,35248,35248,35248,35248,35248,35248,35248
Transaction,aes_100-1636668968.8161702,1,0,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709
Transaction,json_75-1636668971.4084926,1,0,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330
Transaction,json_100-1636668971.5693467,1,0,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
Transaction,dd_150-1636668960.6931179,1,0,11826,11826,11826,11826,11826,11826,11826,11826,11826,11826,11826,11826,11826,11826,11826
Transaction,aes_100-1636668970.9630482,1,0,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878
Transaction,aes_100-1636668970.4982657,1,0,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580
Transaction,cham_100-1636668971.1531131,1,0,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049
Transaction,image_100-1636668940.7793145,1,0,32501,32501,32501,32501,32501,32501,32501,32501,32501,32501,32501,32501,32501,32501,32501
Transaction,aes_150-1636668972.4241915,1,0,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934
Transaction,dd_75-1636668929.9385834,1,0,43517,43517,43517,43517,43517,43517,43517,43517,43517,43517,43517,43517,43517,43517,43517
Transaction,hello_75-1636668973.2997468,1,0,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172
Transaction,image_40-1636668961.4751565,1,0,12097,12097,12097,12097,12097,12097,12097,12097,12097,12097,12097,12097,12097,12097,12097
Transaction,json_40-1636668973.394129,1,0,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629
Transaction,hello_100-1636668973.6035314,1,0,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533
Transaction,dd_150-1636668971.9454,1,0,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209
Transaction,image_100-1636668948.0886316,1,0,26318,26318,26318,26318,26318,26318,26318,26318,26318,26318,26318,26318,26318,26318,26318
Transaction,lin_pack_100-1636668958.4801197,1,0,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992
Transaction,image_100-1636668946.5720985,1,0,27952,27952,27952,27952,27952,27952,27952,27952,27952,27952,27952,27952,27952,27952,27952
Transaction,image_150-1636668966.9385471,1,0,7680,7680,7680,7680,7680,7680,7680,7680,7680,7680,7680,7680,7680,7680,7680
Transaction,image_75-1636668948.6754968,1,0,26387,26387,26387,26387,26387,26387,26387,26387,26387,26387,26387,26387,26387,26387,26387
Transaction,aes_75-1636668973.50752,1,0,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576
Transaction,json_150-1636668974.629092,1,0,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572
Transaction,cham_150-1636668974.392333,1,0,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072
Transaction,json_75-1636668975.099037,1,0,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504
Transaction,cham_150-1636668948.701184,1,0,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020
Transaction,gzip_100-1636668975.325383,1,0,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431
Transaction,cham_40-1636668975.268395,1,0,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
Transaction,cham_100-1636668974.477813,1,0,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363
Transaction,cham_40-1636668947.0436416,1,0,29004,29004,29004,29004,29004,29004,29004,29004,29004,29004,29004,29004,29004,29004,29004
Transaction,json_150-1636668975.870514,1,0,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478
Transaction,aes_150-1636668974.8330529,1,0,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558
Transaction,json_75-1636668976.3418972,1,0,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307
Transaction,video_150-1636668927.7907906,1,0,48914,48914,48914,48914,48914,48914,48914,48914,48914,48914,48914,48914,48914,48914,48914
Transaction,cnn_75-1636668940.781224,1,0,36042,36042,36042,36042,36042,36042,36042,36042,36042,36042,36042,36042,36042,36042,36042
Transaction,dd_100-1636668974.9424968,1,0,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097
Transaction,cnn_75-1636668941.581964,1,0,35502,35502,35502,35502,35502,35502,35502,35502,35502,35502,35502,35502,35502,35502,35502
Transaction,lin_pack_75-1636668975.489675,1,0,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613
Transaction,gzip_75-1636668975.758528,1,0,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398
Transaction,cham_150-1636668974.8728964,1,0,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320
Transaction,float_100-1636668948.2931402,1,0,28920,28920,28920,28920,28920,28920,28920,28920,28920,28920,28920,28920,28920,28920,28920
Transaction,json_100-1636668977.028417,1,0,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
Transaction,cham_100-1636668977.3071716,1,0,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
Transaction,cham_150-1636668977.3857617,1,0,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
