start_time,duration,transaction_name,user_count,success,failure_message,cold,latency,function,invoke_time,activation_id
2021-11-11 16:59:16,8267,cnn_100-1636667956.203476,40,True,True : 8.266538143157959 : 712327261b044a8ba327261b045a8bbc,True,8.266538143157959,cnn_100,1636667956.203476,712327261b044a8ba327261b045a8bbc
2021-11-11 16:59:23,1213,gzip_150-1636667963.283274,60,True,False : 1.2130522727966309 : 6907dc9bb3ac409a87dc9bb3ac809a86,False,1.2130522727966309,gzip_150,1636667963.283274,6907dc9bb3ac409a87dc9bb3ac809a86
2021-11-11 16:59:23,1054,hello_40-1636667963.7481356,60,True,True : 1.0541386604309082 : 382717d7e7ae40d3a717d7e7aeb0d303,True,1.0541386604309082,hello_40,1636667963.7481356,382717d7e7ae40d3a717d7e7aeb0d303
2021-11-11 16:59:24,609,aes_40-1636667964.2279797,60,True,False : 0.6089258193969727 : 86adbbf097494eccadbbf09749becc02,False,0.6089258193969727,aes_40,1636667964.2279797,86adbbf097494eccadbbf09749becc02
2021-11-11 16:59:24,798,hello_150-1636667964.0935614,60,True,False : 0.7975466251373291 : 6c24b6f2245549b5a4b6f22455f9b53a,False,0.7975466251373291,hello_150,1636667964.0935614,6c24b6f2245549b5a4b6f22455f9b53a
2021-11-11 16:59:24,188,lin_pack_150-1636667964.9645329,60,True,False : 0.1875455379486084 : f583c745afe8467583c745afe866759f,False,0.1875455379486084,lin_pack_150,1636667964.9645329,f583c745afe8467583c745afe866759f
2021-11-11 16:59:24,788,aes_150-1636667964.6651196,60,True,False : 0.7881622314453125 : f5968c2470e14252968c2470e1f2521e,False,0.7881622314453125,aes_150,1636667964.6651196,f5968c2470e14252968c2470e1f2521e
2021-11-11 16:59:14,11433,cham_100-1636667954.1948981,30,True,True : 11.433101892471313 : 2472224f23134427b2224f2313b427b2,True,11.433101892471313,cham_100,1636667954.1948981,2472224f23134427b2224f2313b427b2
2021-11-11 16:59:11,14818,json_150-1636667951.1960135,15,True,True : 14.81782341003418 : ab6c82bc6ef34854ac82bc6ef3885483,True,14.81782341003418,json_150,1636667951.1960135,ab6c82bc6ef34854ac82bc6ef3885483
2021-11-11 16:59:25,749,aes_150-1636667965.9446902,60,True,False : 0.7488105297088623 : 0aca8ba626a149e68a8ba626a1c9e602,False,0.7488105297088623,aes_150,1636667965.9446902,0aca8ba626a149e68a8ba626a1c9e602
2021-11-11 16:59:19,7689,video_75-1636667959.2107425,55,True,True : 7.68850564956665 : b325af4fdd854381a5af4fdd85038124,True,7.68850564956665,video_75,1636667959.2107425,b325af4fdd854381a5af4fdd85038124
2021-11-11 16:59:12,14706,dd_150-1636667952.1955442,20,True,True : 14.705534219741821 : 09c85cf7081e46fa885cf7081e06fa43,True,14.705534219741821,dd_150,1636667952.1955442,09c85cf7081e46fa885cf7081e06fa43
2021-11-11 16:59:25,1729,json_150-1636667965.1994197,60,True,False : 1.7291269302368164 : 711587ef9fc446089587ef9fc4e60829,False,1.7291269302368164,json_150,1636667965.1994197,711587ef9fc446089587ef9fc4e60829
2021-11-11 16:59:26,185,lin_pack_150-1636667966.8129444,60,True,False : 0.1845858097076416 : 2f4e97b564b747f88e97b564b757f81d,False,0.1845858097076416,lin_pack_150,1636667966.8129444,2f4e97b564b747f88e97b564b757f81d
2021-11-11 16:59:13,14408,hello_100-1636667953.1977952,25,True,True : 14.408100366592407 : 2d0c75d57e8e44698c75d57e8e846918,True,14.408100366592407,hello_100,1636667953.1977952,2d0c75d57e8e44698c75d57e8e846918
2021-11-11 16:59:27,864,float_75-1636667967.6886244,60,True,False : 0.8637428283691406 : 547ccc74719a43c9bccc74719aa3c9cc,False,0.8637428283691406,float_75,1636667967.6886244,547ccc74719a43c9bccc74719aa3c9cc
2021-11-11 16:59:12,16045,hello_100-1636667952.6382139,20,True,True : 16.044527769088745 : 8d958b30abb94eec958b30abb9beec1c,True,16.044527769088745,hello_100,1636667952.6382139,8d958b30abb94eec958b30abb9beec1c
2021-11-11 16:59:27,1643,gzip_150-1636667967.1818457,60,True,False : 1.642784595489502 : ba39893516ad4409b9893516ad04091f,False,1.642784595489502,gzip_150,1636667967.1818457,ba39893516ad4409b9893516ad04091f
2021-11-11 16:59:27,1591,aes_100-1636667967.9080675,60,True,False : 1.5906832218170166 : 579d2defbc174bf59d2defbc177bf507,False,1.5906832218170166,aes_100,1636667967.9080675,579d2defbc174bf59d2defbc177bf507
2021-11-11 16:59:11,17820,image_100-1636667951.8170924,15,True,True : 17.820486783981323 : a0b70c2077fe4621b70c2077fe9621be,True,17.820486783981323,image_100,1636667951.8170924,a0b70c2077fe4621b70c2077fe9621be
2021-11-11 16:59:27,2213,hello_100-1636667967.7738073,60,True,False : 2.213343858718872 : 9ce92883832c483aa92883832ca83a4d,False,2.213343858718872,hello_100,1636667967.7738073,9ce92883832c483aa92883832ca83a4d
2021-11-11 16:59:29,591,gzip_75-1636667969.4146543,60,True,False : 0.5913305282592773 : bf6ce885705e4bfbace885705e2bfbf5,False,0.5913305282592773,gzip_75,1636667969.4146543,bf6ce885705e4bfbace885705e2bfbf5
2021-11-11 16:59:29,736,cham_100-1636667969.6569254,60,True,False : 0.7362513542175293 : d76e26d282404988ae26d28240b988eb,False,0.7362513542175293,cham_100,1636667969.6569254,d76e26d282404988ae26d28240b988eb
2021-11-11 16:59:14,16944,hello_150-1636667954.1966457,30,True,True : 16.944458961486816 : f3e6b5111e9a452ca6b5111e9ab52c34,True,16.944458961486816,hello_150,1636667954.1966457,f3e6b5111e9a452ca6b5111e9ab52c34
2021-11-11 16:59:23,8476,video_100-1636667963.175513,60,True,True : 8.47616720199585 : 272d501f8ef34472ad501f8ef3b4723d,True,8.47616720199585,video_100,1636667963.175513,272d501f8ef34472ad501f8ef3b4723d
2021-11-11 16:59:24,6980,video_100-1636667964.7834518,60,True,False : 6.979750871658325 : 8a68aea1bae54298a8aea1bae532980c,False,6.979750871658325,video_100,1636667964.7834518,8a68aea1bae54298a8aea1bae532980c
2021-11-11 16:59:30,843,cham_100-1636667970.9528952,60,True,False : 0.842742919921875 : 3e6b3bb7c8a7442cab3bb7c8a7342c7c,False,0.842742919921875,cham_100,1636667970.9528952,3e6b3bb7c8a7442cab3bb7c8a7342c7c
2021-11-11 16:59:17,14706,cham_100-1636667957.2080474,45,True,True : 14.706417083740234 : a1837d3490bb4177837d3490bbd177c4,True,14.706417083740234,cham_100,1636667957.2080474,a1837d3490bb4177837d3490bbd177c4
2021-11-11 16:59:31,144,lin_pack_150-1636667971.8911774,60,True,False : 0.14410638809204102 : 0739d436b6104263b9d436b610a26325,False,0.14410638809204102,lin_pack_150,1636667971.8911774,0739d436b6104263b9d436b610a26325
2021-11-11 16:59:32,148,lin_pack_40-1636667972.3077974,60,True,False : 0.14824557304382324 : b09304a804f341489304a804f33148d0,False,0.14824557304382324,lin_pack_40,1636667972.3077974,b09304a804f341489304a804f33148d0
2021-11-11 16:59:27,6010,video_75-1636667967.0981538,60,True,False : 6.009653329849243 : 2025f19b14f94d90a5f19b14f9ad9026,False,6.009653329849243,video_75,1636667967.0981538,2025f19b14f94d90a5f19b14f9ad9026
2021-11-11 16:59:33,150,lin_pack_100-1636667973.4472456,60,True,False : 0.14968299865722656 : 75b8c44a88a64e48b8c44a88a65e4835,False,0.14968299865722656,lin_pack_100,1636667973.4472456,75b8c44a88a64e48b8c44a88a65e4835
2021-11-11 16:59:11,22492,video_150-1636667951.1916614,15,True,True : 22.49165439605713 : 529be63480024fc49be63480022fc4d8,True,22.49165439605713,video_150,1636667951.1916614,529be63480024fc49be63480022fc4d8
2021-11-11 16:59:12,22069,train_100-1636667952.1970525,20,True,True : 22.06902241706848 : c349adf3d1e7463f89adf3d1e7a63f27,True,22.06902241706848,train_100,1636667952.1970525,c349adf3d1e7463f89adf3d1e7a63f27
2021-11-11 16:59:32,1985,aes_100-1636667972.5744197,60,True,False : 1.9846775531768799 : ea9abfff30814f0e9abfff30811f0e26,False,1.9846775531768799,aes_100,1636667972.5744197,ea9abfff30814f0e9abfff30811f0e26
2021-11-11 16:59:15,19825,hello_150-1636667955.202219,35,True,True : 19.82491135597229 : d1ad793b78c24936ad793b78c29936d5,True,19.82491135597229,hello_150,1636667955.202219,d1ad793b78c24936ad793b78c29936d5
2021-11-11 16:59:13,21835,cnn_75-1636667953.1930318,25,True,True : 21.835148334503174 : fce9880ec1934db0a9880ec1934db0ca,True,21.835148334503174,cnn_75,1636667953.1930318,fce9880ec1934db0a9880ec1934db0ca
2021-11-11 16:59:13,21206,float_100-1636667953.8247383,25,True,True : 21.206506729125977 : f728df72fd5f4dcba8df72fd5f1dcbee,True,21.206506729125977,float_100,1636667953.8247383,f728df72fd5f4dcba8df72fd5f1dcbee
2021-11-11 16:59:32,2664,cnn_150-1636667972.4654834,60,True,False : 2.66438889503479 : 938e78ca4ff24d398e78ca4ff20d39e6,False,2.66438889503479,cnn_150,1636667972.4654834,938e78ca4ff24d398e78ca4ff20d39e6
2021-11-11 16:59:35,435,dd_75-1636667975.0806565,60,True,False : 0.4354543685913086 : 2417363a6e534cbb97363a6e531cbbf1,False,0.4354543685913086,dd_75,1636667975.0806565,2417363a6e534cbb97363a6e531cbbf1
2021-11-11 16:59:35,366,float_150-1636667975.268888,60,True,False : 0.36588048934936523 : 5f6ca54cdd7248abaca54cdd72d8abdf,False,0.36588048934936523,float_150,1636667975.268888,5f6ca54cdd7248abaca54cdd72d8abdf
2021-11-11 16:59:34,1715,gzip_150-1636667974.5560002,60,True,False : 1.715012788772583 : 9f890d7dd8f24a37890d7dd8f29a373b,False,1.715012788772583,gzip_150,1636667974.5560002,9f890d7dd8f24a37890d7dd8f29a373b
2021-11-11 16:59:13,23452,lin_pack_75-1636667953.3681762,25,True,True : 23.451758861541748 : 8d5675b64a5c4aa89675b64a5c9aa8c5,True,23.451758861541748,lin_pack_75,1636667953.3681762,8d5675b64a5c4aa89675b64a5c9aa8c5
2021-11-11 16:59:37,369,hello_150-1636667977.1641579,60,True,False : 0.3692798614501953 : f7ebbb239aa34862abbb239aa3086244,False,0.3692798614501953,hello_150,1636667977.1641579,f7ebbb239aa34862abbb239aa3086244
2021-11-11 16:59:29,8081,video_100-1636667969.4758658,60,True,True : 8.081297874450684 : 971c2835404a44359c2835404a4435ae,True,8.081297874450684,video_100,1636667969.4758658,971c2835404a44359c2835404a4435ae
2021-11-11 16:59:22,15138,gzip_40-1636667962.810074,60,True,True : 15.137776374816895 : 504c03a62ca448798c03a62ca40879da,True,15.137776374816895,gzip_40,1636667962.810074,504c03a62ca448798c03a62ca40879da
2021-11-11 16:59:25,12166,train_150-1636667965.8785226,60,True,True : 12.165752410888672 : 3cc4538ecb7f4c8a84538ecb7f2c8a44,True,12.165752410888672,train_150,1636667965.8785226,3cc4538ecb7f4c8a84538ecb7f2c8a44
2021-11-11 16:59:12,26036,image_150-1636667952.3494353,20,True,True : 26.03554105758667 : 6676df82ac7f4a5eb6df82ac7f5a5e14,True,26.03554105758667,image_150,1636667952.3494353,6676df82ac7f4a5eb6df82ac7f5a5e14
2021-11-11 16:59:16,22363,hello_150-1636667956.1985698,40,True,True : 22.362961053848267 : ebef72bf69c84343af72bf69c8934321,True,22.362961053848267,hello_150,1636667956.1985698,ebef72bf69c84343af72bf69c8934321
2021-11-11 16:59:38,179,lin_pack_150-1636667978.672023,60,True,False : 0.17868280410766602 : 0f6001b08e144920a001b08e14d920c6,False,0.17868280410766602,lin_pack_150,1636667978.672023,0f6001b08e144920a001b08e14d920c6
2021-11-11 16:59:16,22720,dd_150-1636667956.6825407,40,True,True : 22.720216751098633 : 3b615433f2294e61a15433f229be6184,True,22.720216751098633,dd_150,1636667956.6825407,3b615433f2294e61a15433f229be6184
2021-11-11 16:59:37,1691,json_40-1636667977.9612823,60,True,True : 1.691124439239502 : 1a2638b3fee544f3a638b3fee554f37e,True,1.691124439239502,json_40,1636667977.9612823,1a2638b3fee544f3a638b3fee554f37e
2021-11-11 16:59:18,21827,image_100-1636667958.2033637,50,True,True : 21.827340841293335 : a25b106c4fe2471f9b106c4fe2e71fba,True,21.827340841293335,image_100,1636667958.2033637,a25b106c4fe2471f9b106c4fe2e71fba
2021-11-11 16:59:40,185,lin_pack_40-1636667980.102168,60,True,False : 0.18509387969970703 : e8cf9f3df3714a878f9f3df3712a8776,False,0.18509387969970703,lin_pack_40,1636667980.102168,e8cf9f3df3714a878f9f3df3712a8776
2021-11-11 16:59:40,138,hello_40-1636667980.5204835,60,True,False : 0.13775420188903809 : f0cf9c4e177a44b48f9c4e177a84b46d,False,0.13775420188903809,hello_40,1636667980.5204835,f0cf9c4e177a44b48f9c4e177a84b46d
2021-11-11 16:59:12,28636,train_100-1636667952.1922696,20,True,True : 28.63572120666504 : 5141aa75c7e34d1b81aa75c7e3fd1bc1,True,28.63572120666504,train_100,1636667952.1922696,5141aa75c7e34d1b81aa75c7e3fd1bc1
2021-11-11 16:59:39,1579,gzip_150-1636667979.5365772,60,True,False : 1.5793583393096924 : fde91e6624964839a91e662496383980,False,1.5793583393096924,gzip_150,1636667979.5365772,fde91e6624964839a91e662496383980
2021-11-11 16:59:40,164,float_75-1636667980.9675026,60,True,False : 0.16362667083740234 : 348d9cf9aa3d4cdc8d9cf9aa3d0cdcee,False,0.16362667083740234,float_75,1636667980.9675026,348d9cf9aa3d4cdc8d9cf9aa3d0cdcee
2021-11-11 16:59:20,21060,gzip_40-1636667960.2116818,60,True,True : 21.059728145599365 : bc470f4755ac4c72870f4755ac2c728b,True,21.059728145599365,gzip_40,1636667960.2116818,bc470f4755ac4c72870f4755ac2c728b
2021-11-11 16:59:18,23265,dd_150-1636667958.2065344,50,True,True : 23.265244722366333 : be37336c92b64c2bb7336c92b63c2ba9,True,23.265244722366333,dd_150,1636667958.2065344,be37336c92b64c2bb7336c92b63c2ba9
2021-11-11 16:59:41,630,aes_100-1636667981.0282745,60,True,False : 0.6303284168243408 : 4fe81e3bee4b4c81a81e3bee4b8c815a,False,0.6303284168243408,aes_100,1636667981.0282745,4fe81e3bee4b4c81a81e3bee4b8c815a
2021-11-11 16:59:20,21889,hello_150-1636667960.039741,55,True,True : 21.889082193374634 : 24832b50c5564e32832b50c556fe32a7,True,21.889082193374634,hello_150,1636667960.039741,24832b50c5564e32832b50c556fe32a7
2021-11-11 16:59:17,25149,lin_pack_75-1636667957.202896,45,True,True : 25.148507356643677 : d982296f624f481682296f624fe81618,True,25.148507356643677,lin_pack_75,1636667957.202896,d982296f624f481682296f624fe81618
2021-11-11 16:59:42,424,json_100-1636667982.3364565,60,True,False : 0.42359328269958496 : fc279685cb344e25a79685cb349e2531,False,0.42359328269958496,json_100,1636667982.3364565,fc279685cb344e25a79685cb349e2531
2021-11-11 16:59:20,22773,cnn_150-1636667960.2091496,60,True,True : 22.77261757850647 : 2b3c1218fb6c4336bc1218fb6c73360c,True,22.77261757850647,cnn_150,1636667960.2091496,2b3c1218fb6c4336bc1218fb6c73360c
2021-11-11 16:59:23,19672,gzip_150-1636667963.3209279,60,True,True : 19.6716890335083 : e7a38faa55d744a0a38faa55d7b4a0db,True,19.6716890335083,gzip_150,1636667963.3209279,e7a38faa55d744a0a38faa55d7b4a0db
2021-11-11 16:59:42,684,cham_100-1636667982.3273401,60,True,False : 0.6843054294586182 : e05c9a1ebda546419c9a1ebda5d6412e,False,0.6843054294586182,cham_100,1636667982.3273401,e05c9a1ebda546419c9a1ebda5d6412e
2021-11-11 16:59:41,1494,hello_100-1636667981.5481021,60,True,False : 1.493539810180664 : 8b98cda803084df898cda803089df819,False,1.493539810180664,hello_100,1636667981.5481021,8b98cda803084df898cda803089df819
2021-11-11 16:59:14,28858,train_75-1636667954.1981885,30,True,True : 28.858097314834595 : c07224c5f59b4ae2b224c5f59b0ae2d7,True,28.858097314834595,train_75,1636667954.1981885,c07224c5f59b4ae2b224c5f59b0ae2d7
2021-11-11 16:59:18,25274,cham_150-1636667958.2094557,50,True,True : 25.27403688430786 : 246e6f16a3ff4363ae6f16a3ffe36350,True,25.27403688430786,cham_150,1636667958.2094557,246e6f16a3ff4363ae6f16a3ffe36350
2021-11-11 16:59:41,1963,cnn_100-1636667981.8173854,60,True,False : 1.9627273082733154 : 42098717c5e34e92898717c5e31e922a,False,1.9627273082733154,cnn_100,1636667981.8173854,42098717c5e34e92898717c5e31e922a
2021-11-11 16:59:42,1065,gzip_100-1636667982.9589028,60,True,False : 1.064514398574829 : 8cf74096beca4c6fb74096becabc6f8d,False,1.064514398574829,gzip_100,1636667982.9589028,8cf74096beca4c6fb74096becabc6f8d
2021-11-11 16:59:43,978,gzip_150-1636667983.1448526,60,True,False : 0.9784739017486572 : 26b54c46dcd74674b54c46dcd7d674b5,False,0.9784739017486572,gzip_150,1636667983.1448526,26b54c46dcd74674b54c46dcd7d674b5
2021-11-11 16:59:44,216,float_150-1636667984.0009637,60,True,False : 0.21597766876220703 : 268af3f89c7846a48af3f89c7846a4a6,False,0.21597766876220703,float_150,1636667984.0009637,268af3f89c7846a48af3f89c7846a4a6
2021-11-11 16:59:43,848,hello_150-1636667983.529066,60,True,False : 0.8476114273071289 : f99c89c1cae441519c89c1cae4815169,False,0.8476114273071289,hello_150,1636667983.529066,f99c89c1cae441519c89c1cae4815169
2021-11-11 16:59:13,31210,train_100-1636667953.1943727,25,True,True : 31.210066080093384 : a20fd662a52a457d8fd662a52ae57d68,True,31.210066080093384,train_100,1636667953.1943727,a20fd662a52a457d8fd662a52ae57d68
