Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
Transaction,cnn_100-1636650870.1917036,1,0,6728,6728,6728,6728,6728,6728,6728,6728,6728,6728,6728,6728,6728,6728,6728
Transaction,image_40-1636650865.1793263,1,0,11864,11864,11864,11864,11864,11864,11864,11864,11864,11864,11864,11864,11864,11864,11864
Transaction,hello_100-1636650876.2063546,1,0,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847
Transaction,gzip_100-1636650875.6988266,1,0,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521
Transaction,json_100-1636650877.2073488,1,0,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
Transaction,json_150-1636650877.2060192,1,0,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292
Transaction,float_150-1636650877.2090273,1,0,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316
Transaction,cham_100-1636650876.6980293,1,0,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
Transaction,json_150-1636650877.0736132,1,0,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704
Transaction,gzip_150-1636650877.0945227,1,0,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918
Transaction,hello_150-1636650877.976813,1,0,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
Transaction,float_150-1636650877.876759,1,0,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
Transaction,lin_pack_100-1636650866.1827037,1,0,12374,12374,12374,12374,12374,12374,12374,12374,12374,12374,12374,12374,12374,12374,12374
Transaction,lin_pack_150-1636650878.4784453,1,0,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
Transaction,aes_150-1636650878.1965349,1,0,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762
Transaction,lin_pack_100-1636650878.1374474,1,0,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293
Transaction,float_150-1636650879.6904519,1,0,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293
Transaction,cham_100-1636650879.334278,1,0,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032
Transaction,lin_pack_75-1636650871.1914876,1,0,9352,9352,9352,9352,9352,9352,9352,9352,9352,9352,9352,9352,9352,9352,9352
Transaction,video_100-1636650869.187143,1,0,11492,11492,11492,11492,11492,11492,11492,11492,11492,11492,11492,11492,11492,11492,11492
Transaction,cnn_100-1636650878.9360828,1,0,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992
Transaction,dd_150-1636650867.1862705,1,0,14345,14345,14345,14345,14345,14345,14345,14345,14345,14345,14345,14345,14345,14345,14345
Transaction,dd_100-1636650873.1943212,1,0,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818
Transaction,hello_75-1636650881.5366952,1,0,569,569,569,569,569,569,569,569,569,569,569,569,569,569,569
Transaction,hello_150-1636650881.2168205,1,0,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915
Transaction,lin_pack_150-1636650881.3902435,1,0,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093
Transaction,float_75-1636650882.270808,1,0,589,589,589,589,589,589,589,589,589,589,589,589,589,589,589
Transaction,float_75-1636650882.8958478,1,0,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
Transaction,gzip_100-1636650882.3968687,1,0,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615
Transaction,dd_40-1636650874.084253,1,0,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374
Transaction,image_75-1636650869.1916356,1,0,14338,14338,14338,14338,14338,14338,14338,14338,14338,14338,14338,14338,14338,14338,14338
Transaction,gzip_100-1636650883.0935388,1,0,669,669,669,669,669,669,669,669,669,669,669,669,669,669,669
Transaction,float_40-1636650878.43043,1,0,5369,5369,5369,5369,5369,5369,5369,5369,5369,5369,5369,5369,5369,5369,5369
Transaction,aes_100-1636650882.5776582,1,0,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229
Transaction,cham_150-1636650869.1849709,1,0,14752,14752,14752,14752,14752,14752,14752,14752,14752,14752,14752,14752,14752,14752,14752
Transaction,gzip_40-1636650882.3885942,1,0,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888
Transaction,float_150-1636650884.1085832,1,0,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235
Transaction,hello_150-1636650884.6644785,1,0,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
Transaction,gzip_40-1636650884.6662524,1,0,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886
Transaction,hello_150-1636650885.6692152,1,0,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
Transaction,train_40-1636650874.928335,1,0,11089,11089,11089,11089,11089,11089,11089,11089,11089,11089,11089,11089,11089,11089,11089
Transaction,dd_75-1636650867.185205,1,0,18956,18956,18956,18956,18956,18956,18956,18956,18956,18956,18956,18956,18956,18956,18956
Transaction,dd_100-1636650879.3746684,1,0,6933,6933,6933,6933,6933,6933,6933,6933,6933,6933,6933,6933,6933,6933,6933
Transaction,cnn_100-1636650883.5958183,1,0,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875
Transaction,cham_100-1636650885.7456472,1,0,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892
Transaction,aes_100-1636650884.6969373,1,0,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188
Transaction,cham_100-1636650871.196285,1,0,16062,16062,16062,16062,16062,16062,16062,16062,16062,16062,16062,16062,16062,16062,16062
Transaction,image_150-1636650870.765484,1,0,16516,16516,16516,16516,16516,16516,16516,16516,16516,16516,16516,16516,16516,16516,16516
Transaction,aes_150-1636650886.7056038,1,0,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811
Transaction,json_40-1636650887.4638202,1,0,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337
Transaction,gzip_150-1636650887.106779,1,0,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762
Transaction,train_100-1636650866.7388177,1,0,21364,21364,21364,21364,21364,21364,21364,21364,21364,21364,21364,21364,21364,21364,21364
Transaction,json_150-1636650888.0187056,1,0,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
Transaction,lin_pack_40-1636650888.0899491,1,0,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306
Transaction,dd_100-1636650886.7254303,1,0,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948
Transaction,aes_150-1636650888.3058095,1,0,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660
Transaction,cnn_150-1636650886.2312553,1,0,3151,3151,3151,3151,3151,3151,3151,3151,3151,3151,3151,3151,3151,3151,3151
Transaction,train_150-1636650874.2948577,1,0,15089,15089,15089,15089,15089,15089,15089,15089,15089,15089,15089,15089,15089,15089,15089
Transaction,train_100-1636650867.1841977,1,0,22210,22210,22210,22210,22210,22210,22210,22210,22210,22210,22210,22210,22210,22210,22210
Transaction,hello_150-1636650889.2499363,1,0,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
Transaction,train_100-1636650868.1884773,1,0,21697,21697,21697,21697,21697,21697,21697,21697,21697,21697,21697,21697,21697,21697,21697
Transaction,dd_150-1636650867.183147,1,0,23391,23391,23391,23391,23391,23391,23391,23391,23391,23391,23391,23391,23391,23391,23391
Transaction,cham_100-1636650888.442886,1,0,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133
Transaction,cham_150-1636650870.1866753,1,0,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415
Transaction,cham_75-1636650870.1908565,1,0,20461,20461,20461,20461,20461,20461,20461,20461,20461,20461,20461,20461,20461,20461,20461
Transaction,cnn_75-1636650868.1869228,1,0,22510,22510,22510,22510,22510,22510,22510,22510,22510,22510,22510,22510,22510,22510,22510
Transaction,dd_100-1636650889.2002046,1,0,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582
Transaction,aes_150-1636650890.3005023,1,0,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708
Transaction,gzip_100-1636650890.0258203,1,0,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037
Transaction,lin_pack_75-1636650873.8235967,1,0,17256,17256,17256,17256,17256,17256,17256,17256,17256,17256,17256,17256,17256,17256,17256
Transaction,video_100-1636650876.201496,1,0,14937,14937,14937,14937,14937,14937,14937,14937,14937,14937,14937,14937,14937,14937,14937
Transaction,cnn_100-1636650888.269802,1,0,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913
Transaction,lin_pack_150-1636650891.076613,1,0,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277
Transaction,lin_pack_75-1636650890.391662,1,0,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038
Transaction,train_150-1636650875.200848,1,0,16744,16744,16744,16744,16744,16744,16744,16744,16744,16744,16744,16744,16744,16744,16744
Transaction,json_75-1636650891.14096,1,0,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996
Transaction,json_150-1636650891.0630178,1,0,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098
Transaction,hello_150-1636650891.9545352,1,0,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
Transaction,cnn_100-1636650885.112709,1,0,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092
Transaction,float_150-1636650891.2409413,1,0,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299
Transaction,video_40-1636650866.720025,1,0,25848,25848,25848,25848,25848,25848,25848,25848,25848,25848,25848,25848,25848,25848,25848
Transaction,aes_150-1636650891.956472,1,0,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897
Transaction,lin_pack_100-1636650889.6392303,1,0,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358
Transaction,aes_40-1636650892.3360598,1,0,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790
Transaction,dd_75-1636650869.0510454,1,0,24234,24234,24234,24234,24234,24234,24234,24234,24234,24234,24234,24234,24234,24234,24234
Transaction,gzip_100-1636650891.896475,1,0,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404
Transaction,aes_150-1636650892.6525881,1,0,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810
Transaction,lin_pack_75-1636650891.6758165,1,0,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916
Transaction,hello_75-1636650893.4309497,1,0,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
Transaction,video_100-1636650881.6413724,1,0,12019,12019,12019,12019,12019,12019,12019,12019,12019,12019,12019,12019,12019,12019,12019
Transaction,json_150-1636650893.8200114,1,0,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447
Transaction,json_150-1636650894.079148,1,0,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
Transaction,float_150-1636650892.2326477,1,0,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147
Transaction,gzip_100-1636650892.9895387,1,0,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524
Transaction,cnn_150-1636650891.6823568,1,0,3150,3150,3150,3150,3150,3150,3150,3150,3150,3150,3150,3150,3150,3150,3150
Transaction,float_150-1636650894.8167973,1,0,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
Transaction,cham_150-1636650893.3803408,1,0,1645,1645,1645,1645,1645,1645,1645,1645,1645,1645,1645,1645,1645,1645,1645
Transaction,lin_pack_75-1636650893.315167,1,0,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829
Transaction,cham_100-1636650872.9874847,1,0,22534,22534,22534,22534,22534,22534,22534,22534,22534,22534,22534,22534,22534,22534,22534
Transaction,json_75-1636650895.3271356,1,0,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
Transaction,json_75-1636650895.761729,1,0,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189
Transaction,hello_150-1636650895.8513615,1,0,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
Transaction,lin_pack_75-1636650894.0814114,1,0,2454,2454,2454,2454,2454,2454,2454,2454,2454,2454,2454,2454,2454,2454,2454
Transaction,train_100-1636650870.6596622,1,0,25971,25971,25971,25971,25971,25971,25971,25971,25971,25971,25971,25971,25971,25971,25971
Transaction,gzip_150-1636650895.1319115,1,0,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598
Transaction,dd_150-1636650894.2178526,1,0,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658
Transaction,hello_150-1636650896.8416638,1,0,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296
Transaction,cham_75-1636650897.3356872,1,0,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751
Transaction,cham_75-1636650871.2738485,1,0,27120,27120,27120,27120,27120,27120,27120,27120,27120,27120,27120,27120,27120,27120,27120
Transaction,cham_100-1636650896.735898,1,0,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832
Transaction,lin_pack_150-1636650898.411012,1,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
Transaction,cnn_40-1636650887.8159416,1,0,11055,11055,11055,11055,11055,11055,11055,11055,11055,11055,11055,11055,11055,11055,11055
Transaction,dd_75-1636650868.871199,1,0,30026,30026,30026,30026,30026,30026,30026,30026,30026,30026,30026,30026,30026,30026,30026
Transaction,json_75-1636650899.0942974,1,0,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191
Transaction,lin_pack_75-1636650897.4418242,1,0,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938
Transaction,lin_pack_100-1636650898.9824235,1,0,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462
Transaction,train_150-1636650883.6598098,1,0,15973,15973,15973,15973,15973,15973,15973,15973,15973,15973,15973,15973,15973,15973,15973
Transaction,cham_150-1636650873.2458012,1,0,26627,26627,26627,26627,26627,26627,26627,26627,26627,26627,26627,26627,26627,26627,26627
Transaction,aes_100-1636650898.7638764,1,0,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148
Transaction,cnn_75-1636650897.0836487,1,0,3005,3005,3005,3005,3005,3005,3005,3005,3005,3005,3005,3005,3005,3005,3005
Transaction,image_100-1636650872.1938148,1,0,28283,28283,28283,28283,28283,28283,28283,28283,28283,28283,28283,28283,28283,28283,28283
Transaction,cnn_150-1636650895.2594352,1,0,5269,5269,5269,5269,5269,5269,5269,5269,5269,5269,5269,5269,5269,5269,5269
Transaction,json_100-1636650900.1596532,1,0,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692
Transaction,json_150-1636650900.2997937,1,0,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713
Transaction,json_150-1636650900.4836562,1,0,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645
Transaction,image_150-1636650880.3514698,1,0,21141,21141,21141,21141,21141,21141,21141,21141,21141,21141,21141,21141,21141,21141,21141
Transaction,gzip_150-1636650900.5667417,1,0,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343
Transaction,gzip_100-1636650900.8316603,1,0,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561
Transaction,cnn_75-1636650870.5392098,1,0,32081,32081,32081,32081,32081,32081,32081,32081,32081,32081,32081,32081,32081,32081,32081
Transaction,cham_100-1636650901.338086,1,0,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349
Transaction,cnn_100-1636650900.3495796,1,0,2377,2377,2377,2377,2377,2377,2377,2377,2377,2377,2377,2377,2377,2377,2377
Transaction,cham_100-1636650901.6460328,1,0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
Transaction,video_100-1636650891.4619803,1,0,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622
Transaction,dd_75-1636650900.8354807,1,0,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571
Transaction,train_100-1636650873.1982262,1,0,30277,30277,30277,30277,30277,30277,30277,30277,30277,30277,30277,30277,30277,30277,30277
Transaction,video_100-1636650892.6537662,1,0,11274,11274,11274,11274,11274,11274,11274,11274,11274,11274,11274,11274,11274,11274,11274
Transaction,video_40-1636650869.188658,1,0,34773,34773,34773,34773,34773,34773,34773,34773,34773,34773,34773,34773,34773,34773,34773
Transaction,train_150-1636650891.2193542,1,0,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750
Transaction,hello_40-1636650903.3539298,1,0,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705
Transaction,hello_40-1636650904.0304353,1,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Transaction,cham_40-1636650875.2022655,1,0,28967,28967,28967,28967,28967,28967,28967,28967,28967,28967,28967,28967,28967,28967,28967
Transaction,aes_100-1636650902.4793093,1,0,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702
Transaction,lin_pack_100-1636650902.623077,1,0,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852
Transaction,video_40-1636650869.190179,1,0,35324,35324,35324,35324,35324,35324,35324,35324,35324,35324,35324,35324,35324,35324,35324
Transaction,image_150-1636650886.2979505,1,0,18281,18281,18281,18281,18281,18281,18281,18281,18281,18281,18281,18281,18281,18281,18281
Transaction,cnn_150-1636650874.1996062,1,0,30515,30515,30515,30515,30515,30515,30515,30515,30515,30515,30515,30515,30515,30515,30515
Transaction,gzip_150-1636650903.5061057,1,0,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542
Transaction,train_100-1636650875.203616,1,0,29858,29858,29858,29858,29858,29858,29858,29858,29858,29858,29858,29858,29858,29858,29858
Transaction,image_150-1636650884.6443818,1,0,20573,20573,20573,20573,20573,20573,20573,20573,20573,20573,20573,20573,20573,20573,20573
Transaction,lin_pack_150-1636650904.8825958,1,0,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
Transaction,cham_150-1636650903.4912324,1,0,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748
Transaction,cham_75-1636650877.2103162,1,0,28191,28191,28191,28191,28191,28191,28191,28191,28191,28191,28191,28191,28191,28191,28191
Transaction,gzip_100-1636650904.6934505,1,0,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795
Transaction,aes_75-1636650874.530664,1,0,31005,31005,31005,31005,31005,31005,31005,31005,31005,31005,31005,31005,31005,31005,31005
Transaction,aes_150-1636650904.5560453,1,0,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045
Transaction,hello_150-1636650905.4730375,1,0,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
Transaction,cnn_40-1636650893.1607022,1,0,12807,12807,12807,12807,12807,12807,12807,12807,12807,12807,12807,12807,12807,12807,12807
Transaction,json_100-1636650905.7953744,1,0,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
Transaction,gzip_75-1636650904.4004977,1,0,1807,1807,1807,1807,1807,1807,1807,1807,1807,1807,1807,1807,1807,1807,1807
Transaction,float_150-1636650905.9494376,1,0,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291
Transaction,train_100-1636650875.1989172,1,0,31174,31174,31174,31174,31174,31174,31174,31174,31174,31174,31174,31174,31174,31174,31174
Transaction,train_150-1636650895.528254,1,0,11076,11076,11076,11076,11076,11076,11076,11076,11076,11076,11076,11076,11076,11076,11076
Transaction,cnn_100-1636650904.4344985,1,0,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190
Transaction,cham_40-1636650904.8105621,1,0,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
Transaction,gzip_100-1636650906.19612,1,0,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659
Transaction,float_150-1636650907.2273555,1,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
Transaction,hello_40-1636650907.267929,1,0,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275
Transaction,dd_100-1636650905.6288874,1,0,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045
Transaction,gzip_100-1636650906.561339,1,0,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339
Transaction,lin_pack_150-1636650908.029442,1,0,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
Transaction,aes_75-1636650876.2029953,1,0,32286,32286,32286,32286,32286,32286,32286,32286,32286,32286,32286,32286,32286,32286,32286
Transaction,cham_150-1636650906.104418,1,0,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390
Transaction,hello_75-1636650908.6248689,1,0,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
Transaction,dd_150-1636650906.3561234,1,0,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668
Transaction,cnn_100-1636650907.2002704,1,0,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292
Transaction,lin_pack_150-1636650908.1347806,1,0,1532,1532,1532,1532,1532,1532,1532,1532,1532,1532,1532,1532,1532,1532,1532
Transaction,video_40-1636650871.1947665,1,0,38494,38494,38494,38494,38494,38494,38494,38494,38494,38494,38494,38494,38494,38494,38494
Transaction,image_75-1636650901.7485027,1,0,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009
Transaction,image_150-1636650894.561278,1,0,15258,15258,15258,15258,15258,15258,15258,15258,15258,15258,15258,15258,15258,15258,15258
Transaction,video_40-1636650872.1957192,1,0,37655,37655,37655,37655,37655,37655,37655,37655,37655,37655,37655,37655,37655,37655,37655
